EventID,Computer,"TimeGenerated [UTC]","count_"
4702,"dc-zta.ztaresearch.local","6/15/2026, 11:00:00.000 PM",2
4672,"dc-zta.ztaresearch.local","6/15/2026, 11:00:00.000 PM",39
4627,"fs-zta","6/15/2026, 11:00:00.000 PM",6
4634,"fs-zta","6/15/2026, 11:00:00.000 PM",6
4673,"fs-zta","6/15/2026, 11:00:00.000 PM",2
4673,"dc-zta.ztaresearch.local","6/15/2026, 11:00:00.000 PM",2
4611,"fs-zta","6/15/2026, 10:00:00.000 PM",3
4957,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",89
4956,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",1
4674,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",4
4957,"fs-zta","6/15/2026, 10:00:00.000 PM",81
4799,"fs-zta","6/15/2026, 10:00:00.000 PM",8
4614,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",4
5033,"fs-zta","6/15/2026, 10:00:00.000 PM",1
4648,"fs-zta","6/15/2026, 10:00:00.000 PM",3
4798,"fs-zta","6/15/2026, 10:00:00.000 PM",7
4610,"fs-zta","6/15/2026, 10:00:00.000 PM",1
4622,"fs-zta","6/15/2026, 10:00:00.000 PM",10
4608,"fs-zta","6/15/2026, 10:00:00.000 PM",1
5058,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",7
5059,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",7
4702,"fs-zta","6/15/2026, 10:00:00.000 PM",17
4624,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",202
4688,"fs-zta","6/15/2026, 10:00:00.000 PM",200
4826,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",1
4698,"fs-zta","6/15/2026, 10:00:00.000 PM",1
4776,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",21
4696,"fs-zta","6/15/2026, 10:00:00.000 PM",1
4953,"fs-zta","6/15/2026, 10:00:00.000 PM",3
4673,"fs-zta","6/15/2026, 10:00:00.000 PM",50
4944,"fs-zta","6/15/2026, 10:00:00.000 PM",1
4627,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",202
4688,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",221
4624,"fs-zta","6/15/2026, 10:00:00.000 PM",45
4826,"fs-zta","6/15/2026, 10:00:00.000 PM",1
6416,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",2
4674,"fs-zta","6/15/2026, 10:00:00.000 PM",4
4945,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",156
4799,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",11
6417,"fs-zta","6/15/2026, 10:00:00.000 PM",1
4945,"fs-zta","6/15/2026, 10:00:00.000 PM",110
5024,"fs-zta","6/15/2026, 10:00:00.000 PM",1
4616,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",1
4625,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",21
4634,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",141
4902,"fs-zta","6/15/2026, 10:00:00.000 PM",1
5033,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",1
4608,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",1
5059,"fs-zta","6/15/2026, 10:00:00.000 PM",7
4776,"fs-zta","6/15/2026, 10:00:00.000 PM",1
4902,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",1
4614,"fs-zta","6/15/2026, 10:00:00.000 PM",3
4672,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",197
5061,"fs-zta","6/15/2026, 10:00:00.000 PM",7
4953,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",3
5024,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",1
4662,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",3
4625,"fs-zta","6/15/2026, 10:00:00.000 PM",1
4696,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",1
4627,"fs-zta","6/15/2026, 10:00:00.000 PM",45
4698,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",1
4699,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",1
4702,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",15
4672,"fs-zta","6/15/2026, 10:00:00.000 PM",42
4769,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",11
4768,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",3
4699,"fs-zta","6/15/2026, 10:00:00.000 PM",1
5061,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",7
4616,"fs-zta","6/15/2026, 10:00:00.000 PM",1
5058,"fs-zta","6/15/2026, 10:00:00.000 PM",7
6416,"fs-zta","6/15/2026, 10:00:00.000 PM",2
6417,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",1
4611,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",4
4622,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",10
4648,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",5
4944,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",1
4610,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",1
4673,"dc-zta.ztaresearch.local","6/15/2026, 10:00:00.000 PM",49
4624,"dc-zta.ztaresearch.local","6/15/2026, 9:00:00.000 PM",25
4616,"fs-zta","6/15/2026, 9:00:00.000 PM",1
1100,"dc-zta.ztaresearch.local","6/15/2026, 9:00:00.000 PM",1
4634,"dc-zta.ztaresearch.local","6/15/2026, 9:00:00.000 PM",25
4673,"fs-zta","6/15/2026, 9:00:00.000 PM",2
4616,"dc-zta.ztaresearch.local","6/15/2026, 9:00:00.000 PM",1
1100,"fs-zta","6/15/2026, 9:00:00.000 PM",1
4627,"dc-zta.ztaresearch.local","6/15/2026, 9:00:00.000 PM",25
4672,"dc-zta.ztaresearch.local","6/15/2026, 9:00:00.000 PM",25
4673,"dc-zta.ztaresearch.local","6/15/2026, 9:00:00.000 PM",3
4688,"fs-zta","6/15/2026, 9:00:00.000 PM",14
4688,"dc-zta.ztaresearch.local","6/15/2026, 9:00:00.000 PM",14
4627,"fs-zta","6/15/2026, 8:00:00.000 PM",2
4672,"fs-zta","6/15/2026, 8:00:00.000 PM",2
4688,"dc-zta.ztaresearch.local","6/15/2026, 8:00:00.000 PM",16
4672,"dc-zta.ztaresearch.local","6/15/2026, 8:00:00.000 PM",58
4673,"fs-zta","6/15/2026, 8:00:00.000 PM",8
4624,"dc-zta.ztaresearch.local","6/15/2026, 8:00:00.000 PM",58
4634,"dc-zta.ztaresearch.local","6/15/2026, 8:00:00.000 PM",56
4799,"dc-zta.ztaresearch.local","6/15/2026, 8:00:00.000 PM",2
4688,"fs-zta","6/15/2026, 8:00:00.000 PM",20
4627,"dc-zta.ztaresearch.local","6/15/2026, 8:00:00.000 PM",58
4624,"fs-zta","6/15/2026, 8:00:00.000 PM",2
4673,"dc-zta.ztaresearch.local","6/15/2026, 8:00:00.000 PM",9
4799,"fs-zta","6/15/2026, 8:00:00.000 PM",2
